,,CCS NO,IMO No,_id,入级状态,净吨,制造厂,制造日期,受热面积(m2),吃水(满载),呼号,垂线间长,型宽,型式,型深,夏季干舷,总吨,改建日期,数量,曾用名,机动非机动,核定干舷（A级）,核定干舷（B级）,核定干舷（C级）,核定干舷（J1）,核定干舷（J2）,水密横舱壁数,海河船,甲板层数,缸径,缸数,航区,航速,船体附加标志,船名,船检登记号,船级港,船舶入级符合,船舶制造厂,船舶完工日期,船舶归属类别,船舶总长,船舶所有人,船舶类型,船舶经营人,行程,设计压力(Mpa),货舱数,轮机入级符号,轮机附加标志,载运标准集装箱数量（货舱内）,载运标准集装箱数量（货舱舱口盖上）,载重吨,额定功率,额定转速
3177,,15H6315,,5db8579c5235e74d289afda1,建造入级,594,青岛凯能锅炉设备有限公司,25-11月-14 03.00.00.000000 下午,17.6,4.2,,60.6,11.2,柴油机,5.4,1208,1061,,1,,机动,,,,,,8,海船,1,210,6,沿海,10,"B级冰区航行;加强检验程序;双壳油船,闪点>60℃;沿海航区",中燃12,2015J0001100,广州,★CSAD,浙江方圆造船有限公司,2015/10/16,国内航行入级船舶,64.83,中国船舶燃料广州有限公司,油船（闪点>60℃）,中国船舶燃料广州有限公司,290,0.85,8,★CSMD,驾驶室遥控,,,1352,735,830
3178,,15C6264,,5db8579c5235e74d289afda2,保持船级,17693,中国张家港格林沙洲锅炉有限公司,25-5月 -13 03.00.00.000000 下午,274,10.8,BIBV7,195,32.26,柴油机,16.5,5718,31596,,1,,机动,,,,,,7,海船,1,460,6,近海,13,B级冰区航行;加强检验程序;散货船;水下检验;燃油舱保护;装载仪(S.I.G);近海航区;重货加强,太湖8,2015H0000662,上海,★CSAD,厦门船舶重工股份有限公司,2015/6/9,国内航行入级船舶,199.95,上海中信轮船有限公司,散货船,上海中信轮船有限公司,1932,0.9,5,★CSMD,机器处所集中控制;螺旋桨轴状态监控;驾驶室遥控,,,50937,5640,110
3179,,10M6202,,5db8579d5235e74d289afda3,保持船级,1341,无锡威力特船用锅炉有限公司;无锡威力特船用锅炉有限公司,11-4月 -10 03.00.00.000000 下午,126;36,5.4,BKRV6,81.8,13.66,四冲程柴油机,6.9,1510,2395,,1;1,通宇7,机动,,,,,,9,海船,1,320,6,近海,,"B级冰区航行;双壳油船,闪点≤60℃;近海航区",朝阳502,2010A0000725,舟山,★CSAD,宁波市镇海船舶修造厂,2010/11/3,国内航行入级船舶,88.8,中石化浙江舟山石油有限公司,油船（闪点≤60℃）,实华南京油运船务有限公司,440,.62;1.1,,★CSMD,,,,3619,1324,500
3180,,15S6163,,5db8579e5235e74d289afda4,初次入级,5649,江阴市三杰实业有限公司,15-7月 -14 12.00.00.000000 上午,,7.85,BVLS5,144,20.8,柴油机,10.8,2972,10089,,,,机动,,,,,,7,海船,1,320,8,近海,12,B级冰区航行;双舷侧普通干货船;装载仪(S);近海航区;集装箱系固设备,南辉6,2015W3100155,泉州,★_CSAD,浙江金川船业有限公司,2015/2/11,国内航行入级船舶,153,福建天龙轮船有限公司,多用途船,福建天龙轮船有限公司,380,0.8,4,★_CSMD_,,,,14801,3310,675
3181,,12K6256,,5db8579e5235e74d289afda5,建造入级,148,,25-2月 -12 03.00.00.000000 下午;25-2月 -12 03.00.00.000000 下午,,4.289,,33.83,11,柴油机;柴油机,5.3,721,495,,,,机动,,,,,,4,海船,1,260;260,6;6,沿海,14.7,拖船;沿海航区;第1类消防船，水雾,曹港18,2012A0000743,唐山,★CSAD,江苏省镇江船厂（集团）有限公司,2012/8/16,国内航行入级船舶,37.9,唐山港曹妃甸拖船有限公司,普通拖船,唐山港曹妃甸拖船有限公司,385;385,,,★CSMD,螺旋桨轴状态监控,,,,2560;2560,750;750
3182,,07X6082,,5db8579f5235e74d289afda6,,80,,30-9月 -06 03.00.00.000000 下午;30-9月 -06 03.00.00.000000 下午,,2.843,BSVG,27.23,8.8,柴油机;柴油机,4.2,708,266,,,,机动,,,,,,5,海船,1,159;159,6;6,沿海,11,拖船;沿海航区,交工67,2007M0000111,天津,★CSAD,天津市船厂,2007/4/18,国内航行入级船舶,30,中交一航局第一工程有限公司,普通拖船,中交一航局第一工程有限公司,159;159,,,★CSMD,Z向推进系统,,,,339;339,1744;1744
3183,,97V6001,,5db8579f5235e74d289afda7,初次入级,1358,,26-3月 -06 03.00.00.000000 下午;26-3月 -06 03.00.00.000000 下午,,3.098,BLVD,65.6,15,柴油机;柴油机,4.5,1414,2717,,,,机动,,,,,,7,海船,1,250;250,8;8,沿海,,客滚船;沿海航区,通达1,1997K0000502,舟山,★_CSAD,浙江舟山船厂,1997/12/1,国内航行入级船舶,71.85,舟山市通达客运轮船有限公司,客滚船,岱山县蓬莱客运轮船有限公司,320;320,,,★_CSMD_,,,,,1103;1103,750;750
3184,,13L6308,,5db857a05235e74d289afda8,保持船级,1159,,25-7月 -10 03.00.00.000000 下午;25-7月 -10 03.00.00.000000 下午,,4,,81.95,14.8,柴油机;柴油机,4.82,,2070,,,,机动,830,830,830,,830,10,河船,,170;170,8;8,A级,18,A级航区、J2级航段;双壳油船（闪点≤60℃）,久鑫油519号,2013F0000688,滁州,★CSAD,江苏润扬船业有限公司,2013/10/23,国内航行入级船舶,86.8,滁州久鑫运输有限公司,油船（闪点≤60℃）,滁州久鑫运输有限公司,200;200,,10,★CSMD,驾驶室遥控,,,,601;601,1350;1350
3185,,13P6081,,5db857a05235e74d289afda9,,1462,无锡威力特船用锅炉有限公司;无锡威力特船用锅炉有限公司,15-10月-12 12.00.00.000000 上午,55,5.386,BVHR8,89.8,14.2,柴油机,6.2,810,2612,,1;1,海昌3900DWT油船/2011-HC-009,机动,,,,,,9,海船,1,320,6,近海,,加强检验程序;双壳油船（闪点≤60℃）;近海航区,海达288,2013Y0000153,厦门,★CSAD,浙江海昌造船有限公司,2013/1/30,国内航行入级船舶,96.4,厦门通海船务有限公司,油船（闪点≤60℃）,厦门通海船务有限公司,380,1.1;1.1,10,★CSMD,,,,4192,735,600
3186,,14W6116,,5db857a15235e74d289afdaa,建造入级,1632,,25-12月-13 03.00.00.000000 下午;25-12月-13 03.00.00.000000 下午,,4.65,BYZZ,84.7,21.8,柴油机;柴油机,6,1364,2916,,,,机动,,,,,,5,海船,1,300;300,6;6,近海,,甲板货船;近海航区,民生801,2.01E+285,天津,★CSAD,浙江合兴船厂,2014/5/15,国内航行入级船舶,89,民生金融租赁股份有限公司,甲板货船,天津市旭日海运有限公司,380;380,,,★CSMD,,,,5168,1103;1103,500;500
3187,,11X6378,,5db857a15235e74d289afdab,保持船级,15272,江阴市三杰实业有限公司,07-3月 -08 03.00.00.000000 下午,27,11.7,BLCP,182,31,船用低速柴油机,16.3,4618,27272,,1,庄吉48000DWT散货船,机动,,,,,,7,海船,1,420,6,近海,12.8,B级冰区航行;可以2舱空舱;散货船;装载仪(S.I.G);近海航区;重货加强,敬业6,2011D0001151,宁波,★CSAD,浙江庄吉船业有限公司,2011/12/26,国内航行入级船舶,189.88,宁波市敬业船务有限公司,散货船,宁波市敬业船务有限公司,1764,0.8,5,★CSMD,驾驶室遥控,,,48292,6480,136
3188,,05C6099,,5db857a25235e74d289afdac,初次入级,518,,11-6月 -04 03.00.00.000000 下午;11-7月 -04 03.00.00.000000 下午,,2,,49.12,11.8,柴油机;柴油机,3.6,1610,997,,,,机动,,,,,,7,海船,1,160;160,6;6,遮蔽,10.8,客滚船;遮蔽航区,浙玉车渡3,2005Q0000096,台州,★CSAD,浙江凯灵船厂(舟山四八零六工厂）,2005/4/2,国内航行入级船舶,53.3,玉环滚装轮渡有限公司,客滚船,玉环滚装轮渡有限公司,225;225,,,★CSMD,,,,265,220;220,1000;1000
3189,,15V6120,,5db857a25235e74d289afdad,建造入级,92,,05-9月 -14 03.00.00.000000 下午;05-9月 -14 03.00.00.000000 下午,,1.65,,27,9,柴油机;柴油机,2.5,857,185,,,,机动,,,,,,4,海船,1,135;135,6;6,特定航线,9,渡船;遮蔽航区,闽厦门客0116,2015A0000149,厦门,★CSAD,福建省龙海市玉枕造船有限公司,2015/1/19,国内航行入级船舶,30.09,厦门轮渡有限公司,客渡船,厦门轮渡有限公司,150;150,,,★CSMD,,,,,128.5;128.5,1800;1800
3190,,10E6172,,5db857a35235e74d289afdae,保持船级,18766,张家港格林沙洲锅炉有限公司,18-12月-08 03.00.00.000000 下午,321,12.5,BFAK8,192,32.26,二冲程柴油机,18,5524,33511,,1,蓝海合作,机动,,,,,,7,海船,1,500,6,近海,0,COMPASS (D、F);散货船;装载仪(S.I.G);近海航区;重货加强,海洋之愿,2010Q0000624,天津,★CSAD,中海工业（江苏）有限公司,2010/9/13,国内航行入级船舶,199.99,民生金融租赁股份有限公司,散货船,福建海通发展股份有限公司,2000,0.9,5,★CSMD,机器处所集中控制,,,57772,8510,114
3191,,19A6121,,5db857a45235e74d289afdaf,建造入级,149,,20-8月 -18 12.00.00.000000 上午;20-8月 -18 12.00.00.000000 上午,,3.48,BRFC,34.04,10.2,柴油机;柴油机,4.5,730,497,,,,机动,,,,,,4,海船,1,260;260,6;6,沿海,13,B级冰区航行;拖船;沿海航区;第1类消防船,滨港拖8,2019H0000054,滨州,★CSAD,江苏省镇江船厂（集团）有限公司,2019/1/22,国内航行入级船舶,38.9,光大金融租赁股份有限公司,普通拖船,滨州港务集团有限责任公司,380;380,,,★CSMD,驾驶室遥控,,,182,1471;1471,750;750
3192,,13K6399,,5db857a45235e74d289afdb0,,960,无锡威力特船用锅炉有限公司,15-10月-13 12.00.00.000000 上午;15-10月-13 12.00.00.000000 上午,40.6,3.2,,80.6,14.8,柴油机;柴油机,4.2,,1716,,1,,机动,1008,1008,,,1008,8,河船,,170;170,8;8,A级,,2型;A级航区;J2级急流航段;不锈钢;化学品液货船/双壳油船;最大压力0.022MPa;最大货物密度1025kg/m3;最高货物温度50℃;闪点≤60°C,湘天,2013U0001000,岳阳,★CSAD,扬州康进船业有限公司,2013/12/27,国内航行入级船舶,84.98,岳阳安顺船务有限公司,化学品液货船,岳阳安顺船务有限公司,200;200,0.8,8,★CSMD,驾驶室遥控,,,,450;450,1500;1500
3193,,05N6109,,5db857a55235e74d289afdb1,,8,,29-7月 -05 12.00.00.000000 上午;29-7月 -05 12.00.00.000000 上午,,1.386,,11.67,4.5,单作用四冲程柴油机,2.1,287,26,,,,机动,,,,,,3,海船,1,,,沿海,8,小型货船;沿海航区,惠港工二,2005U0000353,惠州,★CSAD,蓬莱市渤海造船有限公司,2005/10/25,国内航行入级船舶,12.8,盐田伟捷（惠州）拖轮有限公司,工程船,盐田伟捷（惠州）拖轮有限公司,,,,★CSMD,,,,,138;138,2328;2328
3194,,06E6198,,5db857a55235e74d289afdb2,,77,,15-5月 -06 03.00.00.000000 下午;25-6月 -06 03.00.00.000000 下午,,0.8,,28.07,7.6,柴油机;柴油机,2,,155,,,扬帆9号,机动,,,,,,3,海船,2,126;126,6;6,沿海航区营运限制,16,A类客船;沿海营运限制;高速单体船,海之星338,2006T0000315,惠州,★CSAD,珠海江龙船舶制造有限公司,2006/9/27,国内航行入级船舶,31.55,惠州市海之星游艇有限公司,高速客船,惠州市海之星游艇有限公司,155;155,,,★CSMD,,,,,275;275,2150;2150
3195,,13M6010,,5db857a65235e74d289afdb3,,116,,15-8月 -12 12.00.00.000000 上午;15-8月 -12 12.00.00.000000 上午,,3.4,,32.88,9.8,单作用四冲程柴油机;单作用四冲程柴油机,4.4,710,389,,,,机动,,,,,,4,海船,1,,,近海,13,在沿海航区拖航/作业;拖船;拖船;沿海航区拖带;近海航区调遣;近海航区调遣,嘉港拖9,2013L0000026,嘉兴,★CSAD,浙江凯灵船厂,2013/1/5,国内航行入级船舶,36.4,浙江嘉兴港口服务集团有限公司,普通拖船,浙江嘉兴港口服务集团有限公司,,,,★CSMD,Z向推进系统;Z型推进系统,,,,1323;1323,750;750
3196,,03R2008,,5db857a65235e74d289afdb4,保持船级,2342,,01-8月 -02 12.00.00.000000 上午;01-8月 -02 12.00.00.000000 上午,,3.5,,83,18,柴油机;柴油机,5.4,1414,4504,,,,机动,,,,,,7,海船,1,250;250,8;8,沿海,14,客滚船;沿海航区,双泰8,2003B0000157,湛江,★CSAD,国内贸易部口岸船舶工业公司,2003/4/24,国内航行入级船舶,90.75,广东双泰运输集团有限责任公司,客滚船,广东双泰运输集团有限责任公司,320;320,,1,★CSMD,,,,1025,1324;1324,750;750
3197,,94B6014,,5db857a75235e74d289afdb5,保持船级,106,,11-7月 -93 03.00.00.000000 下午;11-7月 -93 03.00.00.000000 下午,,1.45,,31.88,6.4,柴油机;柴油机,2.6,1156,213,,,有财号,机动,,,,,,6,海船,1,159;159,6;6,沿海,,客船;沿海航区,嵊翔7,1994V0000025,舟山,★_CSAD,上海东沟船厂,1994/9/1,国内航行入级船舶,34.67,嵊泗县同舟客运轮船有限公司,普通客船,嵊泗县同舟客运轮船有限公司,159;159,,,★_CSMD_,,,,,318;318,1744;1774
3198,,09F6076,,5db857a75235e74d289afdb6,建造入级,81,,28-7月 -08 03.00.00.000000 下午;28-7月 -08 03.00.00.000000 下午,,2.2,,26.41,10,柴油机;柴油机,3.4,558,270,,,,机动,,,,,,4,海船,1,159;159,6;6,沿海,9,沿海航区;起锚艇,津航艇36,2009G0000216,天津,★CSAD,中交博迈科海洋船舶重工有限公司,2009/6/9,国内航行入级船舶,29.35,-,抛锚船,-,159;159,,,★CSMD,,,,,339;339,1800;1800
3199,,08Q6080,,5db857a85235e74d289afdb7,保持船级,121,,16-2月 -08 12.00.00.000000 上午;16-2月 -08 12.00.00.000000 上午,,3.39,,31,9.8,柴油机;柴油机,4.5,1120,406,,,,机动,,,,,,4,海船,1,260;260,6;6,沿海,13,拖船;沿海航区,宝钢拖11,2008H0000185,上海,★CSAD,江苏省镇江船厂有限责任公司,2008/5/28,国内航行入级船舶,36,宝山钢铁股份有限公司,普通拖船,宝山钢铁股份有限公司,350;350,,,★CSMD,驾驶室遥控,,,,1471;1471,750;750
3200,,12B6455,,5db857a85235e74d289afdb8,初次入级,559,,07-2月 -12 12.00.00.000000 上午;07-2月 -12 12.00.00.000000 上午,,2.43,,68.6,12.8,柴油机;柴油机,3.1,,998,,,,机动,678,508,,,,10,河船,,140;140,6;6,A级,,A级航区;双壳油船 闪点≤60℃,湘金和102,2012C0001159,长沙,★CSAD,益阳中海船舶有限责任公司,2012/11/11,国内航行入级船舶,71,湖南金和石油实业有限公司,油船（闪点≤60℃）,湖南金和石油实业有限公司,152;152,,8,★CSMD,,,,1479,224;224,1800;1800
3201,,08K6098,,5db857a95235e74d289afdb9,恢复船级,54,,21-1月 -08 12.00.00.000000 上午;23-1月 -08 12.00.00.000000 上午,,1.1,,23.91,6.5,柴油机;柴油机,2.35,,109,,,,机动,,,,,,4,海船,1,140;140,6;6,沿海航区营运限制,22,A类客船;沿海营运限制;高速双体船,蓝凤凰18号,2008D0000227,茂名,★CSAD,珠海太阳鸟游艇制造有限公司,2008/8/4,国内航行入级船舶,27.24,电白县蓝凤凰旅业有限公司,高速客船,电白县蓝凤凰旅业有限公司,152;152,,,★CSMD,,,,,305;305,1744;1744
3202,,05M6154,,5db857aa5235e74d289afdba,保持船级,3243,,30-6月 -05 12.00.00.000000 上午;30-6月 -05 12.00.00.000000 上午;30-6月 -05 12.00.00.000000 上午,,2.8,,109.8,23.48,柴油机;柴油机;柴油机,4.4,,6237,,,,机动,,1610,1610,,1610,7,河船,1,200;200;200,6;6;6,B级,12,B级航区、J2级航段;II型客滚船,鸿兴333,2005M0000415,重庆,★CSAD,宜昌江森船务有限公司,2005/12/10,国内航行入级船舶,113.8,重庆鸿富船务有限公司,客滚船（Ⅱ型）,重庆鸿富船务有限公司,270;270;270,,0,★CSMD,,,,0,698;698;698,1000;1000;1000
3203,,88T6000,,5db857aa5235e74d289afdbb,初次入级,5669,日本三浦工业;日本三浦工业,01-7月 -88 12.00.00.000000 上午,,6.166,BBJJ,126,20,柴油机,15.05,2664,10903,2000/12/29,,,机动,,,,,,6,海船,5,,,近海,18,I级客滚船;中国国内船舶安全管理体系;应急响应服务;近海航区（烟台-大连航线）,英华,1988W0000501,烟台,★_CSAD,日本今治造船株式会社,1988/11/19,国内航行入级船舶,135.74,渤海轮渡股份有限公司,Ⅰ级客滚船,渤海轮渡股份有限公司,,.8;.8,,★_CSMD_,,,,,7980,141
3204,,01V7016,,5db857ab5235e74d289afdbc,初次入级,17050,"KANGRIM Industries Co., Ltd.",01-2月 -01 12.00.00.000000 上午,,12.3,BTHA9,181,32.26,柴油机,17.7,5420,30447,,1,,机动,,,,,,7,海船,1,500,6,近海,,可以2、4舱空舱;散货船;装载仪(S、I、G);近海航区;重货加强,嘉航顺,2001A0000598,泰州,★_CSAD,"Daedong Shipbuilding Co., Ltd.,韩国",2001/7/20,国内航行入级船舶,190,泰州嘉航海运有限公司,散货船,泰州嘉航海运有限公司,2000,0.7,5,★_CSMD_,螺旋桨轴状态监控,,,51537,7649,103
3205,,98X6008,,5db857ab5235e74d289afdbd,保持船级,15762,Aalborg Industries A/S;Aalborg Industries A/S,23-4月 -98 12.00.00.000000 上午,,12.046,BTJC9,175.6,32.2,柴油机,16.95,3930,28148,,1;1,,机动,,,,,,10,海船,1,,6,近海,,普通干货船;装载仪(S);近海航区;重货加强;集装箱系固设备,鸿洋,1998F0000760,宁波,★_CSAD,STOCZNIA SZCZECINSKA S.A.,1998/8/10,国内航行入级船舶,185,宁波鸿盛海运有限公司,杂货船,宁波鸿盛海运有限公司,2416,.9;.9,8,★_CSMD_,,,,44455,11400,102
3206,,11N6277,,5db857ac5235e74d289afdbe,,1674,无锡威力特船用锅炉有限公司;无锡威力特船用锅炉有限公司,11-3月 -11 03.00.00.000000 下午,,5.6,BSPX,89.8,15.8,柴油机,7.15,1560,2991,,1;1,,机动,,,,,,9,海船,1,320,6,近海,11,"B级冰区航行;双壳油船,闪点≤60℃;近海航区",华晨69,2011S0000865,湛江,★CSAD,台州海滨船舶修造有限公司,2011/9/28,国内航行入级船舶,96.43,湛江市海富船务有限公司,油船（闪点≤60℃）,湛江市海富船务有限公司,380,1.1;1.1,10,★CSMD,,,,,735,600
3207,,06X6100,,5db857ac5235e74d289afdbf,保持船级,2648,,,,4.112,,87.84,24.4,,5.5,1400,3153,,,,非机动,,,,,,8,海船,1,,,近海,,近海航区;驳船,振驳14,2006Q0000151,上海,★CSAD,泰州三福船舶工程有限公司,2006/5/25,国内航行入级船舶,92,上海振华重工（集团）股份有限公司,甲板货驳,上海振华重工（集团）股份有限公司,,,,,,,,,,
3208,,13P6265,,5db857ad5235e74d289afdc0,,1663,,15-6月 -13 03.00.00.000000 下午;15-6月 -13 03.00.00.000000 下午,,4.612,BHPW6,82.08,21.8,柴油机;柴油机,6,1416,2970,,,勇洲107,机动,,,,,,7,海船,1,300;300,6;6,近海,10.2,B级冰区航行;甲板货船;近海航区,奥海6,2013R0000583,常州,★CSAD,连云港五洲船舶重工有限公司,2013/7/26,国内航行入级船舶,87.9,常州市奥海航运有限公司,甲板货船,常州市奥海航运有限公司,380;380,,0,★CSMD,,,,5568,1103;1103,500;500
3209,,16S6306,,5db857ad5235e74d289afdc1,保持船级,44,,15-8月 -16 12.00.00.000000 上午;20-8月 -16 12.00.00.000000 上午,,1.05,,19.56,8.5,柴油机;柴油机,2.45,,88,,,,机动,,,,,,4,海船,,,,沿海航区营运限制,,小型客船;沿海航区营运限制,海达16,2016L4100677,北海,★_CSAD,太阳鸟游艇股份有限公司,2016/10/7,国内航行入级船舶,,北海市涠洲岛新绎旅游投资开发有限公司,旅游客船,北海市涠洲岛新绎旅游投资开发有限公司,,,,,,,,,180;180,2000;2000
3210,,12Q6054,,5db857ae5235e74d289afdc2,,1679,无锡威力特船用锅炉有限公司;无锡威力特船用锅炉有限公司,11-9月 -11 03.00.00.000000 下午,129,5.86,BKTJ5,89.8,15.2,柴油机,6.8,950,2999,,1;1,LT1009,机动,,,,,,9,海船,1,300,8,近海,,"B级冰区航行;双壳油船,闪点≤60℃;近海航区",凯丰19,2012L0000178,舟山,★CSAD,宁波市北仑恒发造船有限公司,2012/3/1,国内航行入级船舶,96.09,舟山凯丰海运有限公司,油船（闪点≤60℃）,舟山凯丰海运有限公司,380,1.1;1.1,10,★CSMD,,,,,1765,550
3211,,03E6022,,5db857ae5235e74d289afdc3,保持船级,1106,青岛船用锅炉有限公司,01-8月 -02 12.00.00.000000 上午,,5.357,BBIH,84.5,13.2,柴油机,6.3,951,1975,2013/11/28,1,宝航108,机动,,,,,,10,海船,1,300,8,近海,,双壳油船;近海航区;闪点≤60℃,荣鸿16,2.00E+209,石岛,★CSAD,南京南江船舶修造厂,2003/6/6,国内航行入级船舶,89.2,荣成好之星投资有限公司,油船（闪点≤60℃）,荣成市海运有限公司,380,0.78,10,★CSMD,,,,3398,1470,500
3212,,94H4019,,5db857af5235e74d289afdc4,,996,SENIOR THERMAL ENGINEERING LTD,01-6月 -93 12.00.00.000000 上午,83.32,5.1,BTLT,81,12.5,柴油机,6,911,1780,2014/8/11,1,,机动,,,,,,10,海船,1,280,6,近海,13.5,B级冰区航行;双壳油船;安全管理体系;近海航区;闪点>60℃,津油5,1994N0000846,天津,★CSAD,中华造船厂,1994/12/8,国内航行入级船舶,87.33,天津中燃船舶燃料有限公司,油船（闪点>60℃）,天津中燃船舶燃料有限公司,380,0.8,8,★CSMD,侧推装置,,,2221,1618,720
3213,,13G6258,,5db857af5235e74d289afdc5,,142,青岛船用锅炉厂有限公司（中国）,25-1月 -12 03.00.00.000000 下午;25-1月 -12 03.00.00.000000 下午,5.5,3.85,BAFA7,33,11,柴油机（右）;柴油机（左）,4.7,560,474,,1,,机动,,,,,,4,海船,1,280;280,8;8,沿海,13,B3级冰区航行;拖船;沿海航区,安东23,2013W0000450,丹东,★CSAD,丹东船舶重工有限公司,2013/8/10,国内航行入级船舶,39.38,丹东港集团有限公司,普通拖船,丹东港集团有限公司,370;370,0.55,,★CSMD,,,,188,2206;2206,750;750
3214,,14A6073,,5db857b05235e74d289afdc6,,16325,张家港格林沙洲锅炉有限公司,28-9月 -13 12.00.00.000000 上午,,11,BRMN,185,32.26,柴油机,16.2,5219,29153,,,,机动,,,,,,7,海船,1,500,6,近海,,B级冰区航行;COMPASS(D、F);加强检验程序;散货船;燃油舱保护;装载仪(S.I.G);近海航区,神华515,2014X0000184,上海,★CSAD,中船澄西船舶修造有限公司,2014/3/12,国内航行入级船舶,189.99,神华中海航运有限公司,散货船,神华中海航运有限公司,2000,0.9,5,★CSMD,机器处所周期无人值班;螺旋桨轴状态监控,,,47691,7800,108
